Interval,GMTIntervalEnd,Settlement Location,Pnode,LMP,MLC,MCC,MEC
01/26/2025 08:05:00,01/26/2025 14:05:00,WACM.BEPM.LRS3,WACMLAR_RIVRUNG3_RA,29.5924,-1.6282,0.0000,31.2206
01/26/2025 08:05:00,01/26/2025 14:05:00,WACM.BHP.BENDL,WACMBHPBENFRNCHPLT1,30.3518,-0.8688,0.0000,31.2206
01/26/2025 08:05:00,01/26/2025 14:05:00,WACM.BHP.BFRENCHCT1,WACMBENFRNCHUNBFRENCHCT1_RA,30.3518,-0.8688,0.0000,31.2206
01/26/2025 08:05:00,01/26/2025 14:05:00,WACM.BHP.BFRENCHCT2,WACMBENFRNCHUNBFRENCHCT2_RA,30.3518,-0.8688,0.0000,31.2206
01/26/2025 08:05:00,01/26/2025 14:05:00,WACM.BHP.BFRENCHCT3,WACMBENFRNCHUNBFRENCHCT3_RA,30.3518,-0.8688,0.0000,31.2206
01/26/2025 08:05:00,01/26/2025 14:05:00,WACM.BHP.BFRENCHCT4,WACMBENFRNCHUNBFRENCHCT4_RA,30.1753,-1.0453,0.0000,31.2206
01/26/2025 08:05:00,01/26/2025 14:05:00,WACM.BHP.CORRIEDALE,WACMCORRIEDAUNWINDFARM_RA,30.7507,-0.4699,0.0000,31.2206
01/26/2025 08:05:00,01/26/2025 14:05:00,WACM.BHP.CPGS1,WACMBHPCHEY_PRAPLT1,30.3610,-0.8596,0.0000,31.2206
01/26/2025 08:05:00,01/26/2025 14:05:00,WACM.BHP.FALLRIVER,WACMFALLRVRUNFALLRVR_SOLAR_RA,30.2149,-1.0057,0.0000,31.2206
01/26/2025 08:05:00,01/26/2025 14:05:00,WACM.BHP.HJWF,WACMHAPPYJCKUNHJ_WIND_RA,30.6926,-0.5280,0.0000,31.2206
01/26/2025 08:05:00,01/26/2025 14:05:00,WACM.BHP.LANGE,WACMLANGEUNLANGE_CT_RA,30.1212,-1.0994,0.0000,31.2206
01/26/2025 08:05:00,01/26/2025 14:05:00,WACM.BHP.NSCT1,WACMNEIL_GENUNNSCT1_RA,29.6846,-1.5360,0.0000,31.2206
01/26/2025 08:05:00,01/26/2025 14:05:00,WACM.BHP.NSS2,WACMNEIL_GENUNNSS2_RA,29.7058,-1.5148,0.0000,31.2206
01/26/2025 08:05:00,01/26/2025 14:05:00,WACM.BHP.SPEARFISH,WACMSPRFS_TPUNSPEARFSH_HYDRO_RA,30.5674,-0.6532,0.0000,31.2206
01/26/2025 08:05:00,01/26/2025 14:05:00,WACM.BHP.SSWF,WACMHAPPYJCKUNSILVER_SAGE_RA,30.6926,-0.5280,0.0000,31.2206
01/26/2025 08:05:00,01/26/2025 14:05:00,WACM.BHP.WYGEN1,WACMDONKYCRKUNWYGEN1_BHP_RA,29.5963,-1.6243,0.0000,31.2206
01/26/2025 08:05:00,01/26/2025 14:05:00,WACM.BHP.WYGEN3,WACMDONKYCRKUNWYGEN3_BHP_RA,29.6511,-1.5696,0.0000,31.2207
01/26/2025 08:05:00,01/26/2025 14:05:00,WACM.BHP.WYODAK,WACMWYO_WACMUNWACM_BHPM_HYD_RA,29.8175,-1.4031,0.0000,31.2206
01/26/2025 08:05:00,01/26/2025 14:05:00,WACM.CK.NORTHRANGE,CK_DDR,30.8103,-0.4103,0.0000,31.2206
01/26/2025 08:05:00,01/26/2025 14:05:00,WACM.CLFP.CPGS2A,WACMCHEY_PRAUNCPGS2A_RA,30.5438,-0.6768,0.0000,31.2206
01/26/2025 08:05:00,01/26/2025 14:05:00,WACM.CLFP.WYGEN2,WACMDONKYCRKUNWYGEN2_CLFP_RA,29.6319,-1.5887,0.0000,31.2206
01/26/2025 08:05:00,01/26/2025 14:05:00,WACM.COG.COGCT2,WACMNEIL_GENUNCOGCT2_RA,29.6853,-1.5353,0.0000,31.2206
01/26/2025 08:05:00,01/26/2025 14:05:00,WACM.CRSP.BM,WACMBMUNBM_PLT,32.5933,1.3727,0.0000,31.2206
01/26/2025 08:05:00,01/26/2025 14:05:00,WACM.CRSP.CR,WACMCRYUNCR1_RA,32.3007,1.0800,0.0000,31.2207
01/26/2025 08:05:00,01/26/2025 14:05:00,WACM.CRSP.DRC,WACMDRCRKUNDEER_CRK_RA,31.6711,0.4505,0.0000,31.2206
01/26/2025 08:05:00,01/26/2025 14:05:00,WACM.CRSP.FG,WACMFGSUNFG1_3_PLT,32.1817,0.9611,0.0000,31.2206
01/26/2025 08:05:00,01/26/2025 14:05:00,WACM.CRSP.FON,WACMFGSUNCRSP_FON_RA,32.2715,1.0509,0.0000,31.2206
01/26/2025 08:05:00,01/26/2025 14:05:00,WACM.CRSP.GC230,WACMGCGC7_8_PLT,31.3043,0.0837,0.0000,31.2206
01/26/2025 08:05:00,01/26/2025 14:05:00,WACM.CRSP.GC345,WACMGC1_6_PLT,31.3017,0.0810,0.0000,31.2207
01/26/2025 08:05:00,01/26/2025 14:05:00,WACM.CRSP.MCPH,WACMGREATCUTUNCRSP_MCPH_RA,33.1094,1.8888,0.0000,31.2206
01/26/2025 08:05:00,01/26/2025 14:05:00,WACM.CRSP.MOL,WACMMOLINA_UP_LO_PLT,32.2744,1.0537,0.0000,31.2207
01/26/2025 08:05:00,01/26/2025 14:05:00,WACM.CRSP.MP,WACMMPTUNMP_PLT,32.3095,1.0888,0.0000,31.2207
01/26/2025 08:05:00,01/26/2025 14:05:00,WACM.CRSP.TOW,WACMTOWAOCUNTOWAOC_RA,32.9674,1.7468,0.0000,31.2206
01/26/2025 08:05:00,01/26/2025 14:05:00,WACM.CS.EASTBUSINESSPARK,CSEB_DDR,30.5830,-0.6376,0.0000,31.2206
01/26/2025 08:05:00,01/26/2025 14:05:00,WACM.CS.NORTHRANGE,CS_DDR,30.8103,-0.4103,0.0000,31.2206
01/26/2025 08:05:00,01/26/2025 14:05:00,WACM.CSUM.CSRSOLAR,WACMRDNIXONUNCSRSOLAR_RA,30.8631,-0.3575,0.0000,31.2206
01/26/2025 08:05:00,01/26/2025 14:05:00,WACM.CSUM.FRT_RNG,WACMFRONTRANPLT1,30.8500,-0.3706,0.0000,31.2206
01/26/2025 08:05:00,01/26/2025 14:05:00,WACM.CSUM.FULLER_BESS,WACMW_FULLERUNFULLER_MSR_RA,31.1543,-0.0664,0.0000,31.2207
01/26/2025 08:05:00,01/26/2025 14:05:00,WACM.CSUM.GRAZINYAKSOLAR,WACMGOLDWACMUNGRAZINYAKSOLAR_RA,31.0890,-0.1316,0.0000,31.2206
01/26/2025 08:05:00,01/26/2025 14:05:00,WACM.CSUM.NORTHPLANT1,WACMNORTHPLAUNNORTHPLANT1_RA,31.4099,0.1893,0.0000,31.2206
01/26/2025 08:05:00,01/26/2025 14:05:00,WACM.CSUM.NORTHPLANT2,WACMNORTHPLAUNNORTHPLANT2_RA,31.4075,0.1869,0.0000,31.2206
01/26/2025 08:05:00,01/26/2025 14:05:00,WACM.CSUM.NORTHPLANT3,WACMNORTHPLAUNNORTHPLANT3_RA,31.4075,0.1869,0.0000,31.2206
01/26/2025 08:05:00,01/26/2025 14:05:00,WACM.CSUM.PALMERSOLAR,WACMWILLSCRKUNPALMERSOLAR_RA,30.9228,-0.2978,0.0000,31.2206
01/26/2025 08:05:00,01/26/2025 14:05:00,WACM.CSUM.PIKESOLAR,WACMWILLSCRKUNPIKE_SOLAR_RA,30.9228,-0.2978,0.0000,31.2206
01/26/2025 08:05:00,01/26/2025 14:05:00,WACM.CSUM.RD_NIXON_1,WACMRDNIXONUNRD_NIXON_1_RA,30.8931,-0.3275,0.0000,31.2206
01/26/2025 08:05:00,01/26/2025 14:05:00,WACM.CSUM.RD_NIXON_2,WACMRDNIXONUNRD_NIXON_2_RA,30.8931,-0.3275,0.0000,31.2206
01/26/2025 08:05:00,01/26/2025 14:05:00,WACM.CSUM.RD_NIXON_3,WACMRDNIXONUNRD_NIXON_3_RA,30.8931,-0.3275,0.0000,31.2206
01/26/2025 08:05:00,01/26/2025 14:05:00,WACM.CSUM.SOUTHPLANT_AG1,WACMSOUTHPLAPLT1,31.2863,0.0657,0.0000,31.2206
01/26/2025 08:05:00,01/26/2025 14:05:00,WACM.CSUM.SOUTHPLANT_AG2,WACMSOUTHPLAPLT2,31.2863,0.0657,0.0000,31.2206
01/26/2025 08:05:00,01/26/2025 14:05:00,WACM.CSUM.TESSLA,WACMTESLA_HYUNTESSLA_RA,31.2735,0.0529,0.0000,31.2206
01/26/2025 08:05:00,01/26/2025 14:05:00,WACM.DMEA.DROP1,WACMBULLOCKUNWACM_DMEA_BUL1_RA,32.8403,1.6197,0.0000,31.2206
01/26/2025 08:05:00,01/26/2025 14:05:00,WACM.DMEA.DROP3,WACMBULLOCKUNWACM_DMEA_BUL3_RA,32.8403,1.6197,0.0000,31.2206
01/26/2025 08:05:00,01/26/2025 14:05:00,WACM.DMEA.DROP5,WACMBULLOCKUNWACM_DMEA_BUL5_RA,32.8403,1.6197,0.0000,31.2206
01/26/2025 08:05:00,01/26/2025 14:05:00,WACM.FEUS.BLUFFVIEW,WACMBLUFVIEWUN_PLT,31.7402,0.5196,0.0000,31.2206
01/26/2025 08:05:00,01/26/2025 14:05:00,WACM.FEUS.NAVAJO,WACMNAV_DAMUNGEN_PLT,32.8259,1.6052,0.0000,31.2207
01/26/2025 08:05:00,01/26/2025 14:05:00,WACM.GPM.ASHMESA,WACMGARNETMEUNASHMESA_RA,32.8191,1.5985,0.0000,31.2206
01/26/2025 08:05:00,01/26/2025 14:05:00,WACM.GPM.PANORAMA,WACMRED_TAILUNPANORAMA_RA,30.1825,-1.0381,0.0000,31.2206
01/26/2025 08:05:00,01/26/2025 14:05:00,WACM.KIMB.WIND,WACMKIMBALLCUNWINDFARM_7UN_RA,30.5586,-0.6620,0.0000,31.2206
01/26/2025 08:05:00,01/26/2025 14:05:00,WACM.LACO.LRS,WACMLAR_RIVRUNWACM_LACO_PLT,29.5779,-1.6427,0.0000,31.2206
01/26/2025 08:05:00,01/26/2025 14:05:00,WACM.LAPM.ALCOVA,WACMALCOVA1_2_PLT,30.3859,-0.8347,0.0000,31.2206
01/26/2025 08:05:00,01/26/2025 14:05:00,WACM.LAPM.BIGTHOMPSON,WACMBIGTHOMPUNG1_RA,30.9827,-0.2379,0.0000,31.2206
01/26/2025 08:05:00,01/26/2025 14:05:00,WACM.LAPM.BOYSEN,WACMBOYSEN_1_2_PLT,31.8046,0.5840,0.0000,31.2206
01/26/2025 08:05:00,01/26/2025 14:05:00,WACM.LAPM.BUFFALOBILL,WACMBUFFBLPP1_3_PLT,32.0126,0.7919,0.0000,31.2207
01/26/2025 08:05:00,01/26/2025 14:05:00,WACM.LAPM.ESTES,WACMESTES1_3_PLT,30.6676,-0.5531,0.0000,31.2207
01/26/2025 08:05:00,01/26/2025 14:05:00,WACM.LAPM.FLATIRON,WACMFLATIRON1_3_PLT,30.4862,-0.7344,0.0000,31.2206
01/26/2025 08:05:00,01/26/2025 14:05:00,WACM.LAPM.FREMONTCANYON,WACMFREMONRDCYN1_2_PLT,30.1785,-1.0421,0.0000,31.2206
01/26/2025 08:05:00,01/26/2025 14:05:00,WACM.LAPM.GLENDO,WACMGLENDO_1_2_PLT,30.6548,-0.5658,0.0000,31.2206
01/26/2025 08:05:00,01/26/2025 14:05:00,WACM.LAPM.GREENMOUNTAIN,WACMGREENMTN1_2_PLT,31.7313,0.5107,0.0000,31.2206
01/26/2025 08:05:00,01/26/2025 14:05:00,WACM.LAPM.GUERNSEY,WACMLIMESTRDUNGUERNSEY1_2_PLT,30.7628,-0.4578,0.0000,31.2206
01/26/2025 08:05:00,01/26/2025 14:05:00,WACM.LAPM.HEARTMOUNTAIN,WACMHEARTMTUNHEART_MT_RA,32.0020,0.7813,0.0000,31.2207
01/26/2025 08:05:00,01/26/2025 14:05:00,WACM.LAPM.KORTES,WACMKORTES1_3_PLT,30.6561,-0.5645,0.0000,31.2206
01/26/2025 08:05:00,01/26/2025 14:05:00,WACM.LAPM.MARYSLAKE,WACMMARYLKPPUNMARYLKPP_RA,30.7085,-0.5121,0.0000,31.2206
01/26/2025 08:05:00,01/26/2025 14:05:00,WACM.LAPM.MTELBERT,WACMMT_ELBRT1_2_PLT,31.8752,0.6546,0.0000,31.2206
01/26/2025 08:05:00,01/26/2025 14:05:00,WACM.LAPM.POLEHLL,WACMPOLEHILLUNPOLEHILL_RA,30.5270,-0.6936,0.0000,31.2206
01/26/2025 08:05:00,01/26/2025 14:05:00,WACM.LAPM.SEMINOE,WACMSEMINOE1_3_PLT,30.6487,-0.5720,0.0000,31.2207
01/26/2025 08:05:00,01/26/2025 14:05:00,WACM.LAPM.SHOSHONE,WACMSHOSHONEUNSHOSHONE_RA,31.4440,0.2234,0.0000,31.2206
01/26/2025 08:05:00,01/26/2025 14:05:00,WACM.LAPM.SPIRITMOUNTAIN,WACMBUFFBLPPUNSPIRIT_MTNPP_RA,32.0126,0.7919,0.0000,31.2207
01/26/2025 08:05:00,01/26/2025 14:05:00,WACM.LAPM.YELLOWTAIL115,WACMYELLOWBRUNYTAIL1_2_PLT,30.4624,-0.7583,0.0000,31.2207
01/26/2025 08:05:00,01/26/2025 14:05:00,WACM.LAPM.YELLOWTAIL230,WACMYELLOWBRUNYTAIL3_4_PLT,30.5780,-0.6426,0.0000,31.2206
01/26/2025 08:05:00,01/26/2025 14:05:00,WACM.LPC1.RHII,WACMW_CHEYENUNROUNDHSE_II_RA,30.7512,-0.4694,0.0000,31.2206
01/26/2025 08:05:00,01/26/2025 14:05:00,WACM.LPC1.SC,WACMSWEETGRAUNSOCHEY_SLR_RA,30.6474,-0.5732,0.0000,31.2206
01/26/2025 08:05:00,01/26/2025 14:05:00,WACM.M1.NORTHRANGE,WACM.M1.NORTHRANGE_H,30.8103,-0.4103,0.0000,31.2206
01/26/2025 08:05:00,01/26/2025 14:05:00,WACM.MEAN.LAR.RIVR.G2,WACMLAR_RIVRUNWACM_MEAN_G2_RA,29.5633,-1.6573,0.0000,31.2206
01/26/2025 08:05:00,01/26/2025 14:05:00,WACM.MEAN.LAR.RIVR.G3,WACMLAR_RIVRUNWACM_MEAN_G3_RA,29.5924,-1.6282,0.0000,31.2206
01/26/2025 08:05:00,01/26/2025 14:05:00,WACM.MEAN.RIDGWAY,WACMW_SCNUNWACM_MEAN_COWC_RA,32.6623,1.4417,0.0000,31.2206
01/26/2025 08:05:00,01/26/2025 14:05:00,WACM.MEAN.SHAVANO.DROP.4,WACMEMNTUNWACM_MEAN_4_RA,32.7905,1.5698,0.0000,31.2207
01/26/2025 08:05:00,01/26/2025 14:05:00,WACM.MEAN.SHAVANO.DROP.6,BULLOCKUNWACM_MEAN_BUL6_RA,32.8403,1.6197,0.0000,31.2206
01/26/2025 08:05:00,01/26/2025 14:05:00,WACM.MEAN.WYGEN1,WACMDONKYCRKUNWYGEN1_MEAN_RA,29.5963,-1.6243,0.0000,31.2206
01/26/2025 08:05:00,01/26/2025 14:05:00,WACM.NTUA.KAYENTA,WACMKAYUNKAYENTA_PLT,31.9159,0.6952,0.0000,31.2207
01/26/2025 08:05:00,01/26/2025 14:05:00,WACM.PACE.CRAIG,WACMCRGCUUNWACM_PACE_PLT,31.1319,-0.0887,0.0000,31.2206
01/26/2025 08:05:00,01/26/2025 14:05:00,WACM.PSC2.AMES,WACMAMESWUNWACM_HYDRO_RA,33.9826,2.7620,0.0000,31.2206
01/26/2025 08:05:00,01/26/2025 14:05:00,WACM.PSC2.CRAIG,WACMCRGCUUNWACM_PSCO_PLT,31.1321,-0.0886,0.0000,31.2207
01/26/2025 08:05:00,01/26/2025 14:05:00,WACM.PSC2.TACOMA,WACMTACOUNWACM_HYDRO_RA,34.2061,2.9854,0.0000,31.2207
01/26/2025 08:05:00,01/26/2025 14:05:00,WACM.SRPM.CRAIG,WACMCRGCUUNWACM_SRPM_PLT,31.1320,-0.0886,0.0000,31.2206
01/26/2025 08:05:00,01/26/2025 14:05:00,WACM.TSPM.BURLINGTON1,WACMBURLNGTNUNBURLINGTON_1_RA,29.4783,-1.7424,0.0000,31.2207
01/26/2025 08:05:00,01/26/2025 14:05:00,WACM.TSPM.BURLINGTON2,WACMBURLNGTNUNBURLINGTON_2_RA,29.4779,-1.7428,0.0000,31.2207
01/26/2025 08:05:00,01/26/2025 14:05:00,WACM.TSPM.CAROUSEL,WACMBURLNGTNUNCAROUSEL_RA,29.4884,-1.7322,0.0000,31.2206
01/26/2025 08:05:00,01/26/2025 14:05:00,WACM.TSPM.CHW,WACMWWILDHORUNCO_HI_WIND_RA,29.4542,-1.7664,0.0000,31.2206
01/26/2025 08:05:00,01/26/2025 14:05:00,WACM.TSPM.CRAIG1,WACMCRGCUUNWACM_TSPM_U1_RA,31.1307,-0.0899,0.0000,31.2206
01/26/2025 08:05:00,01/26/2025 14:05:00,WACM.TSPM.CRAIG2,WACMCRGCUUNWACM_TSPM_U2_RA,31.1334,-0.0872,0.0000,31.2206
01/26/2025 08:05:00,01/26/2025 14:05:00,WACM.TSPM.CRAIG3,WACMCRGCUUNCRG_U3_RA,31.1518,-0.0688,0.0000,31.2206
01/26/2025 08:05:00,01/26/2025 14:05:00,WACM.TSPM.CTW,WACMWINDTALKUNCROSNGTR_WIND_RA,29.5896,-1.6310,0.0000,31.2206
01/26/2025 08:05:00,01/26/2025 14:05:00,WACM.TSPM.GARLAND,WACMWRALSTONUNTSPM_GARLAND_RA,31.9639,0.7433,0.0000,31.2206
01/26/2025 08:05:00,01/26/2025 14:05:00,WACM.TSPM.JENKINS,WACM.TSPM.JENKINS_H,31.1186,-0.1021,0.0000,31.2207
01/26/2025 08:05:00,01/26/2025 14:05:00,WACM.TSPM.KCW,WACMLANDSMANUNKIT_CARSON_RA,29.3916,-1.8290,0.0000,31.2206
01/26/2025 08:05:00,01/26/2025 14:05:00,WACM.TSPM.LIMON1,WACMLINCOLRDUNLIMON_1_RA,30.3180,-0.9026,0.0000,31.2206
01/26/2025 08:05:00,01/26/2025 14:05:00,WACM.TSPM.LIMON2,WACMLINCOLRDUNLIMON_2_RA,30.3180,-0.9026,0.0000,31.2206
01/26/2025 08:05:00,01/26/2025 14:05:00,WACM.TSPM.LRS2,WACMLAR_RIVRUNWACM_TSPM_G2_RA,29.5633,-1.6573,0.0000,31.2206
01/26/2025 08:05:00,01/26/2025 14:05:00,WACM.TSPM.LRS3,WACMLAR_RIVRUNWACM_TSPM_G3_RA,29.5924,-1.6282,0.0000,31.2206
01/26/2025 08:05:00,01/26/2025 14:05:00,WACM.TSPM.NIYOL,WACMN_YUMAUNWACM_TSPM_NIYL_RA,29.8843,-1.3363,0.0000,31.2206
01/26/2025 08:05:00,01/26/2025 14:05:00,WACM.TSPM.PLATTE,WACM.TSPM.PLATTE_H,31.1186,-0.1021,0.0000,31.2207
01/26/2025 08:05:00,01/26/2025 14:05:00,WACM.TSPM.RIDGWAY,WACM.TSPM.RIDGWAY_H,32.6623,1.4417,0.0000,31.2206
01/26/2025 08:05:00,01/26/2025 14:05:00,WACM.UPIW.BROMLEY,WACMBROMUNBROM_MSR_GEN_RA,31.0069,-0.2137,0.0000,31.2206
01/26/2025 08:05:00,01/26/2025 14:05:00,WACM.UPIW.DAVIS,WACMDAVSLRUNDAVIS_MSR_GEN_RA,31.1186,-0.1021,0.0000,31.2207
01/26/2025 08:05:00,01/26/2025 14:05:00,WACM.UPIW.FREDERICK,WACMDACONOUNFRED_MSR_GEN_RA,31.1662,-0.0544,0.0000,31.2206
01/26/2025 08:05:00,01/26/2025 14:05:00,WACM.UPIW.JENKINS,WACMDAVSLRUNTGT_JENKINS_RA,31.1186,-0.1021,0.0000,31.2207
01/26/2025 08:05:00,01/26/2025 14:05:00,WACM.UPIW.MEAD,WACMDELCAMINUNMEAD_MSR_GEN_RA,31.0934,-0.1272,0.0000,31.2206
01/26/2025 08:05:00,01/26/2025 14:05:00,WACM.UPIW.OVERLAND,WACMCOLFERLDUNOVERLAND_RA,31.0963,-0.1243,0.0000,31.2206
01/26/2025 08:05:00,01/26/2025 14:05:00,WACM.UPIW.PLATTE.SLR1,WACMDAVSLRUNTGT_PLATTE_RA,31.1186,-0.1021,0.0000,31.2207
01/26/2025 08:05:00,01/26/2025 14:05:00,WACM.UPIW.PLATTE.SLR2,WACMDAVSLRUNPLATTE2_RA,31.1186,-0.1021,0.0000,31.2207
01/26/2025 08:05:00,01/26/2025 14:05:00,WACM.UPIW.PRAIRIECNTR,WACMPRAI_CTRUNPRAIRIE_MSR_RA,31.0263,-0.1943,0.0000,31.2206
01/26/2025 08:05:00,01/26/2025 14:05:00,WACM.UPIW.TESLA,WACMCOLFERLDUNTESLA_MSR_RA,31.0963,-0.1243,0.0000,31.2206
01/26/2025 08:05:00,01/26/2025 14:05:00,WACM_AZTC,WACM_AZTC_LA,33.0552,1.8346,0.0000,31.2206
01/26/2025 08:05:00,01/26/2025 14:05:00,WACM_BEPM,WACM_BEPM_LA,30.1887,-1.0319,0.0000,31.2206
01/26/2025 08:05:00,01/26/2025 14:05:00,WACM_BHP,WACM_BHP_LA,30.4577,-0.7629,0.0000,31.2206
01/26/2025 08:05:00,01/26/2025 14:05:00,WACM_BHP_COG_W,WACM_BHP_COG_W_LA,29.8002,-1.4204,0.0000,31.2206
01/26/2025 08:05:00,01/26/2025 14:05:00,WACM_BHSU,WACM_BHSU_LA,30.3653,-0.8553,0.0000,31.2206
01/26/2025 08:05:00,01/26/2025 14:05:00,WACM_CLFP,WACM_CLFP_LA,30.6638,-0.5568,0.0000,31.2206
01/26/2025 08:05:00,01/26/2025 14:05:00,WACM_CLFP_CK,WACM_CLFP_CK_LA,30.8103,-0.4103,0.0000,31.2206
01/26/2025 08:05:00,01/26/2025 14:05:00,WACM_CLFP_CS,WACM_CLFP_CS_LA,30.6353,-0.5854,0.0000,31.2207
01/26/2025 08:05:00,01/26/2025 14:05:00,WACM_CLFP_LPCS_MS,WACM_CLFP_LPCS_MS_LA,30.6556,-0.5651,0.0000,31.2207
01/26/2025 08:05:00,01/26/2025 14:05:00,WACM_CLFP_M1,WACM_CLFP_M1_H,30.8103,-0.4103,0.0000,31.2206
01/26/2025 08:05:00,01/26/2025 14:05:00,WACM_CRSP,WACM_CRSP_LA,32.5162,1.2956,0.0000,31.2206
01/26/2025 08:05:00,01/26/2025 14:05:00,WACM_CRSP_DLRS,WACM_CRSP_DLRS_LA,33.1323,1.9117,0.0000,31.2206
01/26/2025 08:05:00,01/26/2025 14:05:00,WACM_CSUM_L_CSU,WACM_CSUM_L_CSU_LA,31.2562,0.0356,0.0000,31.2206
01/26/2025 08:05:00,01/26/2025 14:05:00,WACM_CSUM_L_CSU_FULLRBESS,WACM_CSUM_L_CSU_FULLRBESS_LA,31.1543,-0.0664,0.0000,31.2207
01/26/2025 08:05:00,01/26/2025 14:05:00,WACM_CSUM_L_CSU_NCL,WACM_CSUM_L_CSU_NCL_LA,31.2970,0.0764,0.0000,31.2206
01/26/2025 08:05:00,01/26/2025 14:05:00,WACM_CSUM_L_FOUN,WACM_CSUM_L_FOUN_LA,31.0538,-0.1668,0.0000,31.2206
01/26/2025 08:05:00,01/26/2025 14:05:00,WACM_CSUM_L_OTER,WACM_CSUM_L_OTER_LA,32.1721,0.9515,0.0000,31.2206
01/26/2025 08:05:00,01/26/2025 14:05:00,WACM_DGTM_GARK,WACM_DGTM_GARK_LA,31.3737,0.1531,0.0000,31.2206
01/26/2025 08:05:00,01/26/2025 14:05:00,WACM_DGTM_MNLK,WACM_DGTM_MNLK_LA,32.2596,1.0390,0.0000,31.2206
01/26/2025 08:05:00,01/26/2025 14:05:00,WACM_DMEA,WACM_DMEA_LA,32.7284,1.5078,0.0000,31.2206
01/26/2025 08:05:00,01/26/2025 14:05:00,WACM_FEUS,WACM_FEUS_LA,32.8615,1.6408,0.0000,31.2207
01/26/2025 08:05:00,01/26/2025 14:05:00,WACM_LAPM,WACM_LAPM_LA,31.9263,0.7057,0.0000,31.2206
01/26/2025 08:05:00,01/26/2025 14:05:00,WACM_MEAN_W,WACM_MEAN_LA,31.0003,-0.2204,0.0000,31.2207
01/26/2025 08:05:00,01/26/2025 14:05:00,WACM_NAPI_GALL,WACM_NAPI_GALL_LA,32.3362,1.1156,0.0000,31.2206
01/26/2025 08:05:00,01/26/2025 14:05:00,WACM_NAPI_NIIP,WACM_NAPI_NIIP_LA,32.3362,1.1156,0.0000,31.2206
01/26/2025 08:05:00,01/26/2025 14:05:00,WACM_NPPD,WACM_NPPD_LA,30.6871,-0.5336,0.0000,31.2207
01/26/2025 08:05:00,01/26/2025 14:05:00,WACM_NTUA,WACM_NTUA_LA,32.3038,1.0831,0.0000,31.2207
01/26/2025 08:05:00,01/26/2025 14:05:00,WACM_PACE,WACM_PACE_LA,31.6606,0.4400,0.0000,31.2206
01/26/2025 08:05:00,01/26/2025 14:05:00,WACM_PAGE,WACM_PAGE_LA,31.3476,0.1270,0.0000,31.2206
01/26/2025 08:05:00,01/26/2025 14:05:00,WACM_PSC2,WACM_PSCO_LA,29.5548,-1.6658,0.0000,31.2206
01/26/2025 08:05:00,01/26/2025 14:05:00,WACM_TSPM,WACM_TSPM_LA,31.4236,0.2030,0.0000,31.2206
01/26/2025 08:05:00,01/26/2025 14:05:00,WACM_UPIW_UPI,WACM_UPIW_UPI_LA,31.0910,-0.1296,0.0000,31.2206
01/26/2025 08:05:00,01/26/2025 14:05:00,WACM_WAFB,WACM_WAFB_LA,30.8070,-0.4136,0.0000,31.2206
01/26/2025 08:05:00,01/26/2025 14:05:00,WALC,WALC,32.1464,0.9258,0.0000,31.2206
01/26/2025 08:05:00,01/26/2025 14:05:00,WAUW.BEPM.TIBERHYDRO,WAUWTIBERUNG1_RA,31.4671,0.2465,0.0000,31.2206
01/26/2025 08:05:00,01/26/2025 14:05:00,WAUW.NWMT.TIBERLLC,WAUW.NWMT.TIBERLLC_H,31.4671,0.2465,0.0000,31.2206
01/26/2025 08:05:00,01/26/2025 14:05:00,WAUW.UGPM.FTPECKWEST,WAUWW_FTPECK1_5_PLT,29.0704,-2.1502,0.0000,31.2206
01/26/2025 08:05:00,01/26/2025 14:05:00,WAUW_BEPM,WAUW_BEPM_LA,31.1719,-0.0487,0.0000,31.2206
01/26/2025 08:05:00,01/26/2025 14:05:00,WAUW_NWMT,WAUW_NWMT_LA,30.9307,-0.2899,0.0000,31.2206
01/26/2025 08:05:00,01/26/2025 14:05:00,WAUW_UGPM,WAUW_UGPM_LA,29.8899,-1.3307,0.0000,31.2206
01/26/2025 08:05:00,01/26/2025 14:05:00,WWA,WWA,31.5813,0.3607,0.0000,31.2206
